Column,Original_Text,Tokenized_Sentences,Tokenized_Words
Question,What shape does a methane molecule have?,['What shape does a methane molecule have?'],"['What', 'shape', 'does', 'a', 'methane', 'molecule', 'have', '?']"
Question,What does the prefix of a hydrocarbon molecule signify?,['What does the prefix of a hydrocarbon molecule signify?'],"['What', 'does', 'the', 'prefix', 'of', 'a', 'hydrocarbon', 'molecule', 'signify', '?']"
Question,What does the suffix of a hydrocarbon molecule signify?,['What does the suffix of a hydrocarbon molecule signify?'],"['What', 'does', 'the', 'suffix', 'of', 'a', 'hydrocarbon', 'molecule', 'signify', '?']"
Question,What are molecules that have other elements within their carbon backbone?,['What are molecules that have other elements within their carbon backbone?'],"['What', 'are', 'molecules', 'that', 'have', 'other', 'elements', 'within', 'their', 'carbon', 'backbone', '?']"
Question,What are seven important functional groups in biological molecules?,['What are seven important functional groups in biological molecules?'],"['What', 'are', 'seven', 'important', 'functional', 'groups', 'in', 'biological', 'molecules', '?']"
Question,What are the four major types of biological macromolecules?,['What are the four major types of biological macromolecules?'],"['What', 'are', 'the', 'four', 'major', 'types', 'of', 'biological', 'macromolecules', '?']"
Question,What are macromolecules made up of?,['What are macromolecules made up of?'],"['What', 'are', 'macromolecules', 'made', 'up', 'of', '?']"
Question,What process do monomers go through to form covalent bonds with each other to form polymers?,['What process do monomers go through to form covalent bonds with each other to form polymers?'],"['What', 'process', 'do', 'monomers', 'go', 'through', 'to', 'form', 'covalent', 'bonds', 'with', 'each', 'other', 'to', 'form', 'polymers', '?']"
Question,What is the process of hydrolysis?,['What is the process of hydrolysis?'],"['What', 'is', 'the', 'process', 'of', 'hydrolysis', '?']"
Question,What catalyzes or speeds up the processes of dehydration and hydrolysis reactions?,['What catalyzes or speeds up the processes of dehydration and hydrolysis reactions?'],"['What', 'catalyzes', 'or', 'speeds', 'up', 'the', 'processes', 'of', 'dehydration', 'and', 'hydrolysis', 'reactions', '?']"
Question,What are the three subtypes of carbohydrates?,['What are the three subtypes of carbohydrates?'],"['What', 'are', 'the', 'three', 'subtypes', 'of', 'carbohydrates', '?']"
Question,What is the most common monosaccharide?,['What is the most common monosaccharide?'],"['What', 'is', 'the', 'most', 'common', 'monosaccharide', '?']"
Question,What is the suffix for monosaccharides?,['What is the suffix for monosaccharides?'],"['What', 'is', 'the', 'suffix', 'for', 'monosaccharides', '?']"
Question,What is the chemical formula for glucose?,['What is the chemical formula for glucose?'],"['What', 'is', 'the', 'chemical', 'formula', 'for', 'glucose', '?']"
Question,What is the covalent bond between two carbohydrate molecules called?,['What is the covalent bond between two carbohydrate molecules called?'],"['What', 'is', 'the', 'covalent', 'bond', 'between', 'two', 'carbohydrate', 'molecules', 'called', '?']"
Question,What disaccharide is naturally found in milk?,['What disaccharide is naturally found in milk?'],"['What', 'disaccharide', 'is', 'naturally', 'found', 'in', 'milk', '?']"
Question,What is the most common disaccharide?,['What is the most common disaccharide?'],"['What', 'is', 'the', 'most', 'common', 'disaccharide', '?']"
Question,In what form do plants store their sugar? ,['In what form do plants store their sugar?'],"['In', 'what', 'form', 'do', 'plants', 'store', 'their', 'sugar', '?']"
Question,In what form do humans and other vertebrates store their sugar?,['In what form do humans and other vertebrates store their sugar?'],"['In', 'what', 'form', 'do', 'humans', 'and', 'other', 'vertebrates', 'store', 'their', 'sugar', '?']"
Question,What is the most abundant natural biopolymer?,['What is the most abundant natural biopolymer?'],"['What', 'is', 'the', 'most', 'abundant', 'natural', 'biopolymer', '?']"
Question,How does cellulose have rigidity and high tensile strength?,['How does cellulose have rigidity and high tensile strength?'],"['How', 'does', 'cellulose', 'have', 'rigidity', 'and', 'high', 'tensile', 'strength', '?']"
Question,What are arthropod outer skeletons made up of?,['What are arthropod outer skeletons made up of?'],"['What', 'are', 'arthropod', 'outer', 'skeletons', 'made', 'up', 'of', '?']"
Question,What is the polarity of most lipids?,['What is the polarity of most lipids?'],"['What', 'is', 'the', 'polarity', 'of', 'most', 'lipids', '?']"
Question,"Because of their structure, what are fats also called?","['Because of their structure, what are fats also called?']","['Because', 'of', 'their', 'structure', ',', 'what', 'are', 'fats', 'also', 'called', '?']"
Question,What is the difference in structure between a saturated and unsaturated fatty acid chain?,['What is the difference in structure between a saturated and unsaturated fatty acid chain?'],"['What', 'is', 'the', 'difference', 'in', 'structure', 'between', 'a', 'saturated', 'and', 'unsaturated', 'fatty', 'acid', 'chain', '?']"
Question,What is the difference between a monounsaturated fat and polyunsaturated fat?,['What is the difference between a monounsaturated fat and polyunsaturated fat?'],"['What', 'is', 'the', 'difference', 'between', 'a', 'monounsaturated', 'fat', 'and', 'polyunsaturated', 'fat', '?']"
Question,In what cells do mammals store cells?,['In what cells do mammals store cells?'],"['In', 'what', 'cells', 'do', 'mammals', 'store', 'cells', '?']"
Question,Where are unsaturated fats usually found?,['Where are unsaturated fats usually found?'],"['Where', 'are', 'unsaturated', 'fats', 'usually', 'found', '?']"
Question,What is the use of waxes on some aquatic birds and plant leaves?,['What is the use of waxes on some aquatic birds and plant leaves?'],"['What', 'is', 'the', 'use', 'of', 'waxes', 'on', 'some', 'aquatic', 'birds', 'and', 'plant', 'leaves', '?']"
Question,What makes up most of the plasma membrane?,['What makes up most of the plasma membrane?'],"['What', 'makes', 'up', 'most', 'of', 'the', 'plasma', 'membrane', '?']"
Question,What does it mean for a molecule to be amphipathic?,['What does it mean for a molecule to be amphipathic?'],"['What', 'does', 'it', 'mean', 'for', 'a', 'molecule', 'to', 'be', 'amphipathic', '?']"
Question,How are steroids different from other lipids?,['How are steroids different from other lipids?'],"['How', 'are', 'steroids', 'different', 'from', 'other', 'lipids', '?']"
Question,What is the most common steroid?,['What is the most common steroid?'],"['What', 'is', 'the', 'most', 'common', 'steroid', '?']"
Question,What are hormones?,['What are hormones?'],"['What', 'are', 'hormones', '?']"
Question,What monomers make up proteins?,['What monomers make up proteins?'],"['What', 'monomers', 'make', 'up', 'proteins', '?']"
Question,What bonds form between amino acids?,['What bonds form between amino acids?'],"['What', 'bonds', 'form', 'between', 'amino', 'acids', '?']"
Question,What are on the two ends of a polypeptide?,['What are on the two ends of a polypeptide?'],"['What', 'are', 'on', 'the', 'two', 'ends', 'of', 'a', 'polypeptide', '?']"
Question,How is the unique sequence of a protein determined?,['How is the unique sequence of a protein determined?'],"['How', 'is', 'the', 'unique', 'sequence', 'of', 'a', 'protein', 'determined', '?']"
Question,What are the most common protein secondary structures?,['What are the most common protein secondary structures?'],"['What', 'are', 'the', 'most', 'common', 'protein', 'secondary', 'structures', '?']"
Question,How many amino acid residues are in one helical turn of an alpha helix?,['How many amino acid residues are in one helical turn of an alpha helix?'],"['How', 'many', 'amino', 'acid', 'residues', 'are', 'in', 'one', 'helical', 'turn', 'of', 'an', 'alpha', 'helix', '?']"
Question,How are pleats formed in a β-pleated sheet?,['How are pleats formed in a β-pleated sheet?'],"['How', 'are', 'pleats', 'formed', 'in', 'a', 'β-pleated', 'sheet', '?']"
Question,What makes up the tertiary structure of a polypeptide?,['What makes up the tertiary structure of a polypeptide?'],"['What', 'makes', 'up', 'the', 'tertiary', 'structure', 'of', 'a', 'polypeptide', '?']"
Question,What is an R group?,['What is an R group?'],"['What', 'is', 'an', 'R', 'group', '?']"
Question,What forms the quaternary structure of a protein?,['What forms the quaternary structure of a protein?'],"['What', 'forms', 'the', 'quaternary', 'structure', 'of', 'a', 'protein', '?']"
Question,What is denaturation?,['What is denaturation?'],"['What', 'is', 'denaturation', '?']"
Question,Is denaturation reversible?,['Is denaturation reversible?'],"['Is', 'denaturation', 'reversible', '?']"
Question,What is an example of irreversible denaturation?,['What is an example of irreversible denaturation?'],"['What', 'is', 'an', 'example', 'of', 'irreversible', 'denaturation', '?']"
Question,What protein helpers help in the folding process of a protein?,['What protein helpers help in the folding process of a protein?'],"['What', 'protein', 'helpers', 'help', 'in', 'the', 'folding', 'process', 'of', 'a', 'protein', '?']"
Question,What are nucleotides made up of?,['What are nucleotides made up of?'],"['What', 'are', 'nucleotides', 'made', 'up', 'of', '?']"
Question,What is the structure of DNA?,['What is the structure of DNA?'],"['What', 'is', 'the', 'structure', 'of', 'DNA', '?']"
Question,What replaces thymine in RNA?,['What replaces thymine in RNA?'],"['What', 'replaces', 'thymine', 'in', 'RNA', '?']"
Question,What are the types of RNA that aid in protein synthesis?,['What are the types of RNA that aid in protein synthesis?'],"['What', 'are', 'the', 'types', 'of', 'RNA', 'that', 'aid', 'in', 'protein', 'synthesis', '?']"
Question,What are the two main base pairs in DNA?,['What are the two main base pairs in DNA?'],"['What', 'are', 'the', 'two', 'main', 'base', 'pairs', 'in', 'DNA', '?']"
Question,How does DNA communicate with the rest of the cell?,['How does DNA communicate with the rest of the cell?'],"['How', 'does', 'DNA', 'communicate', 'with', 'the', 'rest', 'of', 'the', 'cell', '?']"
Question,What is the role of ribosomal RNA in protein sythesis?,['What is the role of ribosomal RNA in protein sythesis?'],"['What', 'is', 'the', 'role', 'of', 'ribosomal', 'RNA', 'in', 'protein', 'sythesis', '?']"
Question,What is the role of transfer RNA in protein synthesis?,['What is the role of transfer RNA in protein synthesis?'],"['What', 'is', 'the', 'role', 'of', 'transfer', 'RNA', 'in', 'protein', 'synthesis', '?']"
Question,What is the smallest RNA molecule type?,['What is the smallest RNA molecule type?'],"['What', 'is', 'the', 'smallest', 'RNA', 'molecule', 'type', '?']"
Question,What is the fluid mosaic model most accurate in?,['What is the fluid mosaic model most accurate in?'],"['What', 'is', 'the', 'fluid', 'mosaic', 'model', 'most', 'accurate', 'in', '?']"
Question,How thick are plasma membranes?,['How thick are plasma membranes?'],"['How', 'thick', 'are', 'plasma', 'membranes', '?']"
Question,What are the principle components of a plasma membrane?,['What are the principle components of a plasma membrane?'],"['What', 'are', 'the', 'principle', 'components', 'of', 'a', 'plasma', 'membrane', '?']"
Question,"What is the mass distribution of the compoents of a plasma membrane for a human cell, typically?","['What is the mass distribution of the compoents of a plasma membrane for a human cell, typically?']","['What', 'is', 'the', 'mass', 'distribution', 'of', 'the', 'compoents', 'of', 'a', 'plasma', 'membrane', 'for', 'a', 'human', 'cell', ',', 'typically', '?']"
